RA,DEC,MAG_AUTO,MAGERR_AUTO
356.3765424,-30.1419507,99.0,99.0
356.2704886,-30.1394096,-3.766,0.7408
356.2978307,-30.1402807,-3.6523,0.9654
356.3448491,-30.1399236,-4.477,0.3848
356.3873089,-30.1406556,99.0,99.0
356.2717625,-30.139274,-5.1668,0.18
356.3902139,-30.1420726,99.0,99.0
356.306173,-30.1389121,-5.1342,0.1757
356.2817279,-30.1396912,99.0,99.0
356.3062986,-30.139275,99.0,99.0
356.3482926,-30.1405179,99.0,99.0
356.3725448,-30.1401365,99.0,99.0
357.9280186,-30.1424312,99.0,99.0
356.3190244,-30.1408242,99.0,99.0
356.3386589,-30.1394739,-3.4325,1.0418
356.2827233,-30.1404524,99.0,99.0
356.3563984,-30.13962,99.0,99.0
356.2900658,-30.1393244,99.0,99.0
356.3632196,-30.1388706,-4.0567,0.4728
356.367192,-30.1393558,99.0,99.0
356.3426482,-30.1396106,-3.3582,1.1495
356.3220134,-30.1388104,-5.0194,0.2059
356.3326119,-30.1396934,99.0,99.0
356.340064,-30.1390283,-3.1393,1.1142
356.3761968,-30.1392766,-5.5593,0.1393
356.3006022,-30.1401453,99.0,99.0
356.3302833,-30.1400358,99.0,99.0
356.3016197,-30.1389708,99.0,99.0
356.3566993,-30.1394758,-5.6483,0.1187
356.3266863,-30.1401201,99.0,99.0
356.3254626,-30.1392095,99.0,99.0
356.3758394,-30.1398452,99.0,99.0
356.3122499,-30.1393589,-3.756,0.7903
356.3889071,-30.1403183,-4.7753,0.3036
356.3467063,-30.1392172,-4.442,0.3536
356.3207737,-30.1406769,99.0,99.0
356.3338355,-30.1394611,99.0,99.0
356.334976,-30.1392775,99.0,99.0
357.8833636,-30.1397349,99.0,99.0
356.269928,-30.1390203,-4.7743,0.2817
356.2765473,-30.139104,99.0,99.0
356.3066973,-30.1386992,-1.8839,3.3837
356.2746893,-30.1388462,99.0,99.0
356.3778767,-30.1390618,99.0,99.0
356.3103743,-30.1388483,-4.5586,0.3038
356.3059275,-30.1381749,-5.7151,0.1234
356.3766263,-30.1392684,-5.4724,0.1666
356.3075391,-30.139415,99.0,99.0
356.3543257,-30.1393193,99.0,99.0
356.3100568,-30.1390166,99.0,99.0
356.3258412,-30.1387655,-3.9072,0.72
356.3845748,-30.1395867,99.0,99.0
356.3866356,-30.1382214,-7.095,0.2628
356.3275554,-30.1385137,99.0,99.0
356.3975243,-30.1387767,-4.002,0.5125
356.2766768,-30.1385202,99.0,99.0
356.2954109,-30.1380704,-5.2849,0.1734
356.3047223,-30.1389352,99.0,99.0
356.3044297,-30.1387657,-3.4702,0.8878
356.2974534,-30.1387326,99.0,99.0
356.3433501,-30.1381125,-5.7585,0.7995
356.3214499,-30.1385887,-5.1594,0.2433
356.3192277,-30.1379074,-5.7329,1.8559
356.3223323,-30.1385054,99.0,99.0
356.3557459,-30.1388681,-3.2767,1.12
356.3565836,-30.1383964,-5.5381,0.1126
356.3246759,-30.138242,-2.6373,2.4644
356.334478,-30.1385798,99.0,99.0
356.3192451,-30.1391045,99.0,99.0
356.3499701,-30.1382238,99.0,99.0
356.3177738,-30.1391069,99.0,99.0
356.3225369,-30.139326,99.0,99.0
356.3282019,-30.1401099,99.0,99.0
356.342201,-30.1389532,99.0,99.0
356.2741826,-30.1376866,99.0,99.0
356.3254216,-30.1381535,-3.2799,9.8368
356.383836,-30.1387877,99.0,99.0
356.302031,-30.1384991,99.0,99.0
356.2873178,-30.1384725,99.0,99.0
356.3607284,-30.1388751,99.0,99.0
356.3693285,-30.1381222,-9.4387,0.0359
356.3771829,-30.1390289,-5.1504,0.2197
356.2739713,-30.1388675,99.0,99.0
356.2966994,-30.1378431,-5.5334,7.0223
356.2751291,-30.1385381,99.0,99.0
356.3903909,-30.1395901,99.0,99.0
356.3803249,-30.1386944,-5.5643,0.3594
356.3144108,-30.1382324,99.0,99.0
357.8090648,-30.1378361,-4.7176,0.2488
356.2839378,-30.1386918,99.0,99.0
356.4022995,-30.1377521,-3.823,0.5643
356.402,-30.1364903,-4.3433,0.2442
357.5843235,-30.1378407,-4.2845,0.1896
356.410059,-30.135525,-4.6842,0.2216
357.8828017,-30.1316357,-4.7674,0.153
357.8831045,-30.1314082,99.0,99.0
357.8829669,-30.1318455,99.0,99.0
357.8835132,-30.1312207,-4.5701,0.2937
356.7461147,-30.131588,-5.0822,0.2023
356.4170961,-30.1291721,-5.0188,0.1881
356.4031609,-30.1288027,99.0,99.0
356.4216289,-30.1277224,-4.9546,0.1049
357.8808479,-30.1253877,-3.9614,0.4016
357.8824216,-30.1238194,-3.7375,0.4807
356.4342898,-30.1227141,-4.3984,0.285
357.0614138,-30.1241886,-4.5557,0.1958
357.8819341,-30.1227579,-5.0054,0.1835
356.4064427,-30.1211998,-4.3764,0.2033
356.6737312,-30.1220309,-5.142,0.1971
357.0649502,-30.1209319,-5.1605,0.197
356.4012802,-30.1173026,-3.9316,0.4646
357.8020002,-30.1161519,-13.4682,0.0433
356.4018837,-30.1155337,-4.9991,0.1855
357.8837067,-30.1161402,99.0,99.0
357.8778727,-30.1153108,-4.3207,0.3058
357.8019211,-30.1155671,-13.8721,0.0523
356.4044641,-30.1137599,-4.7145,0.1816
357.8764128,-30.1130689,-4.2342,0.4781
356.4004963,-30.1134908,-4.9796,0.2071
357.8778354,-30.1109496,-4.6604,0.1607
357.8733264,-30.110659,-4.2203,0.2539
356.4049752,-30.1096902,-3.8757,0.4658
357.8828331,-30.1105672,99.0,99.0
357.582355,-30.1085762,-4.8735,0.186
357.5825782,-30.1094502,-6.5379,0.0899
357.6318819,-30.1071783,-4.645,0.1675
357.88385,-30.106177,-2.2604,55.6926
356.4240732,-30.1048707,-4.3058,0.2213
357.881658,-30.105307,-4.2759,0.3051
356.4271979,-30.104273,-4.8252,0.1324
357.8762157,-30.1042184,-4.285,0.1671
357.5693081,-30.1043899,-5.8504,0.1227
357.568761,-30.104148,-5.45,0.1473
356.4007145,-30.1019095,-4.2673,0.3302
357.7658997,-30.1000803,-5.3248,0.1415
356.3994797,-30.0973841,99.0,99.0
357.8618794,-30.0977002,-4.6389,0.1567
357.8643001,-30.0973811,-4.0507,0.2871
357.8792277,-30.0974144,-4.1461,0.297
357.8750169,-30.097698,-4.4702,0.2144
357.0078334,-30.0989315,-5.0926,0.1643
357.882377,-30.097002,-1.3849,4.8755
357.8834827,-30.0962343,-1.9022,3.3915
357.8833306,-30.0953235,-2.6293,1.7628
357.8588529,-30.0948461,-4.8684,0.1887
356.4026837,-30.0941161,-3.3817,0.7143
357.5365369,-30.0951883,-5.0677,0.1881
357.8834202,-30.0942797,99.0,99.0
357.8824726,-30.0925752,-3.3321,0.838
357.8837954,-30.0915037,-4.789,0.2305
357.8809481,-30.0908227,-4.3001,0.2788
357.8693646,-30.0864448,-4.9251,0.1161
357.6877284,-30.0869859,-5.5166,0.1934
357.4816593,-30.0871016,-4.8047,0.198
356.4087171,-30.0847118,-4.4627,0.2149
357.8805239,-30.0849948,-4.141,0.3241
357.8728414,-30.0842508,-4.4028,0.1932
357.8464447,-30.0825133,-5.2035,0.1996
356.4006823,-30.07866,-4.5876,0.2798
356.3996623,-30.0786002,99.0,99.0
357.2153414,-30.0789409,-5.1456,0.1799
356.5717484,-30.0767323,-4.8016,0.2239
357.2085654,-30.0778468,-6.4826,0.0876
356.4018355,-30.0760525,99.0,99.0
357.1303633,-30.0771633,-4.8261,0.1678
356.5578733,-30.0745955,-4.8884,0.2142
357.2127337,-30.0757575,-5.4333,0.1447
357.2120985,-30.0759235,-6.1028,0.1053
357.2085247,-30.0762018,-6.8053,0.0782
357.2091177,-30.0748404,-5.3516,0.1421
357.2088725,-30.074671,-5.5369,0.141
357.8812743,-30.0711856,-3.5299,0.6646
357.2108912,-30.0733299,-6.6099,0.0907
357.8791441,-30.0711671,-4.3403,0.2857
357.2944923,-30.0721985,-5.2046,0.1765
356.5353598,-30.0695937,-4.4974,0.2245
356.4132616,-30.0646937,-4.5625,0.2005
357.4409912,-30.0650894,-4.8942,0.2202
357.8599557,-30.0639577,-4.6132,0.1797
357.8706401,-30.0631053,-6.4191,0.041
357.8824253,-30.0617486,-4.8718,0.2882
356.7645566,-30.0617543,-5.357,0.1703
357.8792535,-30.0603445,-4.0176,0.3166
356.401291,-30.0591897,-4.0416,0.3337
357.8827597,-30.0607538,99.0,99.0
357.8784842,-30.0593974,-4.0909,0.2772
357.8810656,-30.0582859,-4.6323,0.2441
357.1680794,-30.0595898,-4.6859,0.2288
357.8836019,-30.0579458,-1.2442,6.0796
357.8824593,-30.0569708,-3.4954,0.7479
356.4028303,-30.0561756,-2.8931,1.3233
357.1342439,-30.058345,-4.9744,0.1502
356.4038433,-30.0541233,-1.4368,4.3021
357.1713753,-30.0555223,-5.3138,0.1252
357.88278,-30.0544277,99.0,99.0
357.8825337,-30.0508646,99.0,99.0
357.4310553,-30.050358,-4.5672,0.257
356.4199784,-30.0426708,-4.6341,0.411
357.8828579,-30.0394724,99.0,99.0
356.7196585,-30.039684,-4.8477,0.195
357.8830723,-30.0378814,-5.4807,0.0962
356.4038383,-30.0381704,-4.5182,0.3124
357.8824649,-30.0380506,-9.481,0.0121
357.8829035,-30.037502,-10.2163,0.0238
357.8009185,-30.0362805,-4.8613,0.2478
357.6368496,-30.0361043,-5.9842,0.1115
357.8820551,-30.0350289,-5.0812,0.1723
357.8828114,-30.0345099,-4.9129,0.211
357.8828599,-30.0341214,-2.8268,1.4175
356.4260805,-30.0287168,-4.8508,0.2053
357.8356623,-30.0296898,-4.6467,0.1849
357.8729393,-30.0287545,-4.8184,0.1596
357.8108582,-30.0281401,-4.9537,0.1523
357.3722045,-30.0291855,-5.3236,0.1249
356.8140068,-30.0282116,-4.8861,0.2147
356.4023712,-30.0264702,-4.3859,0.2873
356.834913,-30.0275882,-5.1979,0.1643
356.8345644,-30.0273223,-5.8444,0.1565
357.8828289,-30.0251422,-4.9205,2.4851
357.8775402,-30.0246605,99.0,99.0
357.8323403,-30.0242753,-4.4707,0.2358
356.4168475,-30.0205972,-4.9251,0.1878
357.4692835,-30.0219521,-4.3745,0.156
357.8769065,-30.0210402,-4.2524,0.3864
356.8486061,-30.0212863,-5.0985,0.1299
357.7933218,-30.0188274,-5.0513,0.2121
356.4600237,-30.0175613,-5.9135,0.054
357.8291273,-30.0180223,-4.5707,0.1484
357.1580625,-30.0185543,-4.6247,0.1262
357.1363467,-30.0180966,-5.8702,0.0557
357.8714599,-30.018133,99.0,99.0
357.6959294,-30.016758,-5.2308,0.1111
356.6240031,-30.0166868,-4.5854,0.2259
357.8634619,-30.0164912,-4.6298,0.2136
356.4360277,-30.0159353,-4.3258,0.2064
357.6972252,-30.0165281,-4.9877,0.145
357.6986806,-30.0162976,-4.3088,0.1694
357.6950154,-30.0169065,-5.3896,0.1273
357.6968669,-30.0165727,-5.3732,0.116
357.698209,-30.0163601,-5.74,0.0937
357.7559337,-30.0144086,-5.5307,0.076
356.6978218,-30.0149054,-4.6585,0.1276
357.8516012,-30.0142709,-4.2793,0.2701
357.2525274,-30.0158778,-5.2435,0.1934
356.6172781,-30.0142991,-4.9702,0.1884
356.4250334,-30.012107,-4.4311,0.243
356.7638093,-30.0135533,-4.7488,0.1183
357.8773861,-30.0131045,-3.7408,0.5673
356.7641355,-30.0131498,-4.5481,0.1368
356.9374717,-30.0136873,-4.4516,0.1473
356.4153628,-30.0109804,-4.8261,0.2209
357.8614299,-30.0109723,-4.1411,0.2465
357.4780223,-30.0120483,-4.9535,0.1858
357.8731653,-30.0122218,-4.5692,0.3286
356.4194059,-30.0095726,-5.1623,0.1101
356.4571931,-30.0094982,-4.3057,0.2182
356.6103036,-30.009983,-4.9549,0.1049
356.5292684,-30.0080884,-5.2474,0.1771
356.4055988,-30.0075767,1.2139,55.6031
357.875494,-30.0076578,99.0,99.0
356.7556774,-30.0075529,-5.8644,0.1443
357.8712223,-30.0054457,-4.2401,0.3484
356.4392584,-30.0043423,-4.6187,0.2406
356.5509277,-30.0045683,-4.5935,0.3267
356.4128747,-30.0029559,-3.7535,0.6225
357.8755567,-30.0030489,-4.4176,0.2445
356.418835,-30.0024227,-4.2629,0.3466
357.8024931,-30.0033895,-4.9768,0.2071
356.4109077,-30.0018366,-5.1919,0.1164
357.718775,-30.0031612,-4.5199,0.1883
357.8725817,-30.0021111,-6.2054,0.0479
356.4042685,-30.0019893,-3.9647,0.5423
356.6152002,-30.0026224,-4.8144,0.2059
356.5457993,-30.0028543,-4.2378,0.3534
357.6256261,-30.0025481,-5.1611,0.2137
356.4036799,-30.0012387,-0.7013,11.301
357.8373781,-30.0018984,-4.7089,0.1958
357.7877875,-30.017832,-15.4495,0.003
356.5116215,-30.0002306,-5.2661,0.1295
357.8763639,-30.0002653,-4.7209,0.2378
356.5796364,-29.9995356,-4.2732,0.2031
357.8688498,-29.9993705,-4.3496,0.2797
356.4028179,-29.9997492,99.0,99.0
356.5247119,-29.9994832,-5.1131,0.2359
357.8259761,-29.9987787,-4.2762,0.2057
356.9256672,-29.9999239,-5.3025,0.1488
357.8712757,-29.9985656,-2.0942,2.3069
357.8362579,-29.9981895,-4.1459,0.308
357.8751551,-29.9976708,-4.7028,0.1632
357.864867,-29.9981758,-4.082,0.3895
356.4074142,-29.9972283,-4.2787,0.3412
357.8754565,-29.9982297,-3.4154,1.0151
357.8416397,-29.9979251,-4.1153,0.4258
356.5384114,-29.9979978,-5.0896,0.133
356.4172196,-29.9970229,-4.6657,0.2476
356.58356,-29.9973797,-4.7074,0.1559
356.4083774,-29.9976179,99.0,99.0
357.8670126,-29.9967962,-2.6973,1.3537
357.7473496,-29.9978411,-4.7597,0.212
356.4051027,-29.996361,-4.3029,0.375
357.7344836,-29.9974756,-4.1276,0.3264
357.8374863,-29.9962982,-4.7828,0.163
357.8204186,-29.9963365,-4.3381,0.2553
356.4304865,-29.9959581,-4.9383,0.1763
356.4025534,-29.9954379,99.0,99.0
356.9237243,-29.9965164,-5.4262,0.1546
356.923949,-29.9967836,-5.897,0.1259
357.8424616,-29.9954634,-4.0591,0.3527
357.854145,-29.9954677,-5.0595,0.123
357.8454096,-29.9953136,-2.497,1.2384
356.5658052,-29.9940638,-4.1504,0.2476
356.589376,-29.9938865,-4.138,0.216
356.4232533,-29.9925983,-4.5985,0.1357
356.5889421,-29.9939404,-5.3494,0.1177
357.8684258,-29.9937488,99.0,99.0
357.8269764,-29.9935836,-4.624,0.2327
357.6975484,-29.9937203,-4.7785,0.2014
357.85626,-29.9936464,99.0,99.0
357.8594641,-29.9933462,-4.1286,0.5526
357.8679306,-29.9928507,-1.9389,3.7238
357.8606645,-29.9924688,-4.8679,0.1819
357.8756495,-29.9923465,-2.5775,1.5715
356.5655852,-29.9919025,-5.1181,0.0899
356.4989997,-29.9919516,-4.7945,0.188
357.8701584,-29.9925258,-2.4453,2.1152
357.8354121,-29.9918623,-3.8811,0.2971
357.852614,-29.9922434,99.0,99.0
357.8652232,-29.992191,99.0,99.0
357.8351899,-29.9916087,-3.5762,0.4363
357.8582383,-29.9921594,99.0,99.0
357.8268016,-29.9915002,-3.9157,0.4409
356.4998404,-29.9912759,-4.6465,0.3223
357.8354425,-29.9912675,-4.3006,0.2817
357.8114473,-29.9912635,-4.8311,0.1433
357.779532,-29.9916935,-6.0353,0.063
357.8532284,-29.9917598,-4.5767,0.3057
357.8226392,-29.9912464,-6.649,0.0508
357.8167844,-29.9910101,-5.0552,0.1515
357.8454045,-29.9906092,99.0,99.0
357.8556281,-29.9907312,-2.3968,1.5874
357.8573967,-29.9935771,99.0,99.0
357.8632591,-29.9902725,-4.7365,0.2669
357.6998316,-29.9905847,-4.1346,0.2623
357.8388237,-29.9905074,99.0,99.0
357.8673454,-29.9904966,-4.2474,0.9516
356.4127594,-29.9894182,-4.0811,0.4441
357.8618637,-29.9898088,-4.1958,0.4406
357.8613681,-29.98954,99.0,99.0
357.7557706,-29.9898837,-3.8559,0.436
357.8546428,-29.9887862,99.0,99.0
357.8390791,-29.9886679,-3.8184,0.3924
357.8395296,-29.988802,-3.9786,0.2342
357.7998117,-29.9901619,99.0,99.0
357.8019775,-29.9887419,-4.8087,0.1371
357.7480962,-29.989005,-6.6909,0.0386
356.4945748,-29.9880165,-4.0718,0.3062
357.8391313,-29.9880393,-4.2209,0.2095
357.8378756,-29.987912,-3.3211,0.3795
357.8613827,-29.9887182,-3.115,1.4033
357.8531278,-29.988704,-5.2057,0.1236
356.4009118,-29.9874485,-3.9854,0.338
357.8406862,-29.9877696,-2.9139,0.7152
357.8410755,-29.9878771,-3.1848,0.4485
357.8525723,-29.9886363,-3.1434,0.8761
357.83737,-29.987781,-3.2781,0.743
357.8363171,-29.9879228,-3.0935,0.6311
357.7815127,-29.9881846,-4.55,0.2126
357.8402794,-29.9886012,99.0,99.0
356.4095573,-29.986803,-4.2549,0.2926
357.8146084,-29.9880379,-4.2807,0.3698
357.8532294,-29.9880115,-4.2816,0.3752
357.8375533,-29.9880828,-4.8251,0.1867
357.7918648,-29.9874847,-4.6187,0.14
357.8382746,-29.9867042,-4.5156,0.1313
356.4766955,-29.9867626,-6.3407,0.0438
357.8384017,-29.9872015,-4.8413,0.1474
357.8368399,-29.9866568,-3.6876,0.4375
357.8384767,-29.9864031,-4.1057,0.2345
357.866664,-29.9872461,-3.314,1.1674
357.7432198,-29.9870005,-4.6461,0.1993
357.8420995,-29.9871184,99.0,99.0
357.8405298,-29.9864999,-4.3456,0.277
357.8379553,-29.9875112,-4.555,0.2325
357.8408595,-29.988215,99.0,99.0
356.4103446,-29.9867786,-4.0452,0.5609
357.8615404,-29.9977577,-14.3529,0.003
357.8388764,-29.9882338,99.0,99.0
357.8064681,-29.9864253,-4.3665,0.2767
357.756879,-29.9863662,-2.8289,1.3313
357.8611836,-29.98613,99.0,99.0
357.8058653,-29.986269,-4.1248,0.4898
357.7157441,-29.9860363,-3.6764,0.6293
357.794773,-29.9857497,-1.3845,4.7385
357.7099444,-29.98552,-4.5933,0.2164
357.8644794,-29.9851062,99.0,99.0
357.8416264,-29.9848672,99.0,99.0
357.8665479,-29.9851368,99.0,99.0
357.8237857,-29.9848189,-4.2558,0.3163
357.8509367,-29.9861293,99.0,99.0
357.7756685,-29.9848977,-4.4281,0.3529
357.7554004,-29.9848718,-4.3048,0.2778
356.553018,-29.9847271,-4.5629,0.2999
356.4566373,-29.9837072,-5.5327,0.0762
357.8674389,-29.9844576,99.0,99.0
357.731975,-29.9846679,99.0,99.0
356.565543,-29.9840259,99.0,99.0
357.7609504,-29.9843824,-3.69,0.5614
357.7143429,-29.9845733,-4.7637,0.2395
357.7012973,-29.9841246,-4.1744,0.3223
357.7033822,-29.9842128,-4.732,0.2035
357.6826409,-29.9842305,-4.8663,0.2138
356.4913639,-29.9835427,-3.6497,0.6101
357.7295967,-29.9843444,-2.9084,1.1216
356.5203983,-29.9831928,-3.6302,0.5155
357.8566099,-29.9838415,-3.4272,1.0202
357.1279166,-29.9849173,-5.3807,0.1493
357.859659,-29.9838523,99.0,99.0
357.7994951,-29.9835632,-3.2877,1.0341
357.8436757,-29.9836605,-5.2351,0.1911
357.8602928,-29.983231,99.0,99.0
357.7071631,-29.983967,-3.4078,0.7598
357.7274181,-29.9841322,-4.7331,0.265
357.7389057,-29.9844406,-5.4042,0.1866
357.7492888,-29.983626,-4.2354,0.4715
357.8582931,-29.9831936,99.0,99.0
357.1279195,-29.9852181,-5.6916,0.1472
357.7248227,-29.9836247,99.0,99.0
357.7237381,-29.9836092,-3.8297,0.5181
357.7134372,-29.9835016,-4.6356,0.235
357.8439351,-29.9831662,-3.9205,0.6393
357.7917372,-29.9834637,-4.4195,0.3641
357.8599338,-29.9828918,-4.0229,0.5353
357.7277718,-29.9835495,-4.6562,0.2323
357.7153329,-29.9835423,-4.4176,0.3707
357.8425995,-29.9829598,-5.2846,1.343
357.7758558,-29.9818599,-4.766,0.2164
357.7870234,-29.9818846,99.0,99.0
357.7640687,-29.9818922,99.0,99.0
357.7821321,-29.9819764,99.0,99.0
357.8610564,-29.9818068,99.0,99.0
357.7710318,-29.9819571,-4.9174,0.2289
357.8124896,-29.9820521,99.0,99.0
357.8063316,-29.9819392,99.0,99.0
357.8659553,-29.9812448,-5.2013,0.179
357.7841965,-29.9815038,-4.8789,0.1991
357.8602702,-29.9812892,-4.2081,0.4526
357.7322313,-29.9821317,99.0,99.0
357.7635354,-29.9818575,99.0,99.0
357.8014028,-29.9813841,-5.2651,0.1723
356.5172504,-29.9814981,-4.6333,0.207
357.7480151,-29.9819663,-4.5032,0.3719
356.4278851,-29.9807089,-4.6021,0.2141
357.8041563,-29.9814821,99.0,99.0
357.723049,-29.9819043,-1.3739,6.0361
357.7490377,-29.9819738,99.0,99.0
357.8011404,-29.9818409,99.0,99.0
357.8648473,-29.9812724,-4.8834,0.2214
357.7975832,-29.9810481,-4.434,0.3134
357.7370063,-29.9816788,99.0,99.0
357.8424943,-29.981468,99.0,99.0
357.8430966,-29.9817571,-7.6079,0.0377
357.7349009,-29.9815163,99.0,99.0
357.802331,-29.981082,-5.3535,0.157
356.5411444,-29.9813694,99.0,99.0
357.8669415,-29.9808801,-3.9483,0.5935
356.5423642,-29.9812314,99.0,99.0
357.7427187,-29.9814147,99.0,99.0
357.7978595,-29.9807877,-3.5559,0.711
356.5696481,-29.9813179,-4.3448,0.3463
357.7087893,-29.9809107,99.0,99.0
357.7988458,-29.9809972,99.0,99.0
356.5214359,-29.9805141,99.0,99.0
356.4893273,-29.9801799,-4.6935,0.1927
356.5532185,-29.9802686,-5.1082,0.1643
357.7435334,-29.980815,99.0,99.0
357.7133115,-29.9811281,-3.5884,0.859
357.7755286,-29.9808904,-5.2913,1.5102
357.8001665,-29.9812254,99.0,99.0
357.7325821,-29.9809021,99.0,99.0
357.7545873,-29.9808115,99.0,99.0
357.7669536,-29.9811306,99.0,99.0
356.4987963,-29.9799365,99.0,99.0
356.5272143,-29.9803658,-5.3333,0.1373
357.7468207,-29.9806979,-5.2094,0.1973
356.5377947,-29.9806489,99.0,99.0
357.7857285,-29.9814267,99.0,99.0
356.4692727,-29.9800572,-2.8194,1.7105
357.7991295,-29.980583,-4.3419,0.3656
356.5067322,-29.9798742,99.0,99.0
357.8615915,-29.9801894,99.0,99.0
357.862696,-29.9801377,-3.9639,0.5303
356.5588257,-29.9805239,99.0,99.0
357.8022857,-29.9802616,99.0,99.0
356.5036933,-29.9797724,-4.6032,0.2817
357.7651168,-29.980698,99.0,99.0
357.7252147,-29.980587,-3.5349,0.7661
357.8099537,-29.9807994,99.0,99.0
357.7475785,-29.9815401,99.0,99.0
356.5344956,-29.9802235,99.0,99.0
356.4797336,-29.979326,-4.6526,0.2703
356.5846085,-29.9805279,-4.7291,0.1898
357.7442605,-29.9811974,-4.0611,0.6011
356.5739591,-29.9802222,-3.8145,0.6694
356.5524555,-29.9803316,99.0,99.0
356.5856837,-29.9799809,-3.2879,0.7189
356.5556593,-29.9803782,99.0,99.0
357.7693673,-29.9804637,99.0,99.0
356.5694432,-29.9805807,-5.4776,0.158
356.5462479,-29.9797972,-3.2569,0.9652
356.5654327,-29.9803907,99.0,99.0
357.7386895,-29.9801906,99.0,99.0
357.7737309,-29.9807475,-3.372,1.1815
357.7331956,-29.9801538,-4.9881,0.2316
356.575662,-29.9807378,99.0,99.0
356.489323,-29.9793327,-4.2942,0.3653
356.5484097,-29.9805866,99.0,99.0
357.8500032,-29.9798193,99.0,99.0
357.7885396,-29.9805374,-3.3337,1.3322
357.7602955,-29.9804136,-3.7609,0.7836
357.7205508,-29.9801936,-4.8222,0.2383
357.8578691,-29.9800943,99.0,99.0
357.7012028,-29.9798545,-4.3044,0.2883
356.5947739,-29.9794983,-6.6866,0.0384
357.7241633,-29.9804745,99.0,99.0
356.524537,-29.979712,-3.308,1.0534
356.4966039,-29.9799018,99.0,99.0
357.7874962,-29.9794442,-4.1028,0.3022
357.8011722,-29.9802752,99.0,99.0
357.7703533,-29.9803547,-4.8128,0.3046
357.7801119,-29.9794806,-1.0017,8.1249
356.539328,-29.9794002,-5.489,0.1576
357.7823289,-29.9808626,99.0,99.0
357.7364707,-29.9800297,-4.8816,0.2661
356.4846678,-29.9799842,99.0,99.0
356.5794687,-29.9801753,99.0,99.0
356.5425871,-29.9796999,99.0,99.0
357.7245972,-29.9807593,-1.3922,6.4809
356.5425135,-29.9792259,-4.5711,0.2799
357.7075773,-29.9815505,99.0,99.0
357.7875768,-29.9798266,99.0,99.0
357.7975607,-29.9797279,99.0,99.0
356.5469013,-29.9794377,99.0,99.0
356.5783904,-29.9794152,99.0,99.0
357.7084354,-29.9797297,99.0,99.0
357.7699004,-29.9794371,-5.5999,0.1094
357.8659704,-29.9791828,-3.2409,1.3872
357.7518139,-29.9801685,99.0,99.0
357.7253173,-29.9800627,99.0,99.0
357.7455501,-29.9791166,-5.1808,0.183
357.803019,-29.9799481,99.0,99.0
357.7765782,-29.9795395,99.0,99.0
357.7064269,-29.9800041,99.0,99.0
356.5588393,-29.9791504,-4.468,0.3428
356.4549992,-29.9798982,99.0,99.0
357.7757687,-29.9791838,99.0,99.0
357.7894548,-29.97864,-4.4451,0.2851
357.7667666,-29.9792953,-4.3274,0.4307
357.7851092,-29.9795873,99.0,99.0
357.7324277,-29.9793254,99.0,99.0
357.7897895,-29.9785886,-5.5851,0.0968
357.7389793,-29.9791397,-4.1004,0.4817
357.7113241,-29.9790032,99.0,99.0
357.8000166,-29.9795979,99.0,99.0
357.7867882,-29.9795371,99.0,99.0
357.7250038,-29.9790306,99.0,99.0
357.7136564,-29.9797629,99.0,99.0
357.7824155,-29.9787227,99.0,99.0
357.73412,-29.9787375,99.0,99.0
357.7542927,-29.9789538,-3.9217,0.5979
357.7033929,-29.978756,-4.7824,0.2364
357.7311294,-29.9791625,-4.1683,0.5941
357.7860001,-29.9783547,-3.2786,1.1669
357.7099904,-29.978533,-4.3069,0.4603
357.7048213,-29.9788255,99.0,99.0
356.4996521,-29.9774607,99.0,99.0
357.7557261,-29.9782035,-4.9556,0.247
356.5392497,-29.9782509,99.0,99.0
357.8635821,-29.978318,99.0,99.0
357.7268691,-29.9791604,-4.7447,0.4087
357.7261617,-29.9788235,-4.6361,0.3329
357.0588224,-29.9793564,-4.8944,0.1457
357.7630779,-29.9798779,99.0,99.0
357.744249,-29.9788681,99.0,99.0
356.5700785,-29.9783082,99.0,99.0
357.8501877,-29.9781249,-4.8652,0.3017
357.8556208,-29.9776842,-5.4483,0.1292
357.733154,-29.9786343,99.0,99.0
356.4499701,-29.9778614,99.0,99.0
357.7518611,-29.9785266,99.0,99.0
356.5497115,-29.9780226,99.0,99.0
357.31007,-29.9789525,-4.385,0.3004
357.717042,-29.9784796,-3.5588,0.7915
357.7538405,-29.9778891,-4.5512,0.2575
357.7624495,-29.9784831,99.0,99.0
357.7297855,-29.9788113,-4.9684,0.2634
357.744743,-29.9782623,-1.0618,7.6366
357.7274225,-29.9786213,-4.9302,0.2414
357.7851575,-29.9787163,99.0,99.0
357.7748775,-29.97871,99.0,99.0
357.7593835,-29.9775913,99.0,99.0
357.8098908,-29.9791561,-4.8053,0.3264
357.7897115,-29.9790624,-6.1891,0.1148
357.7786412,-29.9783682,99.0,99.0
357.7413223,-29.9787161,99.0,99.0
356.5705558,-29.978142,99.0,99.0
357.8562975,-29.9777508,-3.2441,1.5157
357.70962,-29.977769,-4.3311,0.3468
357.7462892,-29.9784541,99.0,99.0
357.7701455,-29.9774773,-5.4141,0.1079
356.5205853,-29.9773906,99.0,99.0
357.7601483,-29.9782226,99.0,99.0
357.7050795,-29.9782344,-5.03,0.2395
357.7372147,-29.9778892,99.0,99.0
357.7787973,-29.9796939,99.0,99.0
357.7884536,-29.9781446,-5.9585,0.1263
